Retailer,Category,Item,Price (VND),7 ngày change,1 tháng change,6 tháng change,1 năm change,Product URL
MemoryZone,PSU - Nguồn máy tính,Nguồn máy tính Corsair RM1200e 1200W ATX 3.1 80 Plus Gold CP-9020258-NA,4.350.000,+0%,,,,https://memoryzone.com.vn/nguon-may-tinh-corsair-rm1200e-1200w-atx-3-1-80-plus-gold-cp-9020258-na
MemoryZone,PSU - Nguồn máy tính,Nguồn máy tính SuperFlower Leadex VII XG 1000W ATX 3.1 White 80 Plus Gold SF-1000F14XG-WH,4.450.000,+0%,,,,https://memoryzone.com.vn/nguon-may-tinh-superflower-leadex-vii-xg-1000w-atx3-1-white-80-plus-gold-sf-1000f14xg
MemoryZone,PSU - Nguồn máy tính,Nguồn máy tính MSI MAG A1200PLS PCIE5 1200W 80 Plus Titanium MAG-A1200PLS-PCIE5,4.900.000,+0%,,,,https://memoryzone.com.vn/nguon-may-tinh-msi-mag-a1200pls-pcie5-1200w-80-plus-titanium-mag-a1200pls-pcie5
MemoryZone,PSU - Nguồn máy tính,Nguồn máy tính Corsair RM1000x Shift White 1000W 80 Plus Gold CP-9020275-NA,4.900.000,+0%,,,,https://memoryzone.com.vn/nguon-may-tinh-corsair-rm1000x-shift-white-1000w-80-plus-gold-cp-9020275-na
MemoryZone,PSU - Nguồn máy tính,Nguồn máy tính SuperFlower Leadex VIII Platinum Pro 1000W ATX 3.1 Cybenetics Titanium SF-1000F14SP(T),5.100.000,+0%,,,,https://memoryzone.com.vn/nguon-may-tinh-superflower-leadex-viii-platinum-pro-1000w-atx-3-1-cybenetics-titanium-sf-1000f14sp-t
MemoryZone,PSU - Nguồn máy tính,Nguồn máy tính SuperFlower LEADEX VIII Platinum Pro 1200W ATX3.1 White Cybenetics Platinum SF-1200F14SP(T)-WH,5.390.000,+0%,,,,https://memoryzone.com.vn/nguon-may-tinh-superflower-leadex-viii-platinum-pro-1200w-atx3-1-white-cybenetics-platinum-sf-1200f14sp-t-wh
MemoryZone,PSU - Nguồn máy tính,Nguồn máy tính SuperFlower Leadex VII XG 1300W ATX3.1 80 Plus Gold SF-1300F14XG,5.390.000,+0%,,,,https://memoryzone.com.vn/nguon-may-tinh-superflower-leadex-vii-xg-1300w-atx3-1-80-plus-gold-sf-1300f14xg
MemoryZone,PSU - Nguồn máy tính,Nguồn máy tính SuperFlower Leadex VII PRO 1200W ATX3.1 WHITE 80 Plus Platinum SF-1200F14XP-WH,5.650.000,,,,,https://memoryzone.com.vn/nguon-may-tinh-superflower-leadex-vii-pro-1200w-atx3-1-white-80-plus-platinum-sf-1200f14xp-wh
MemoryZone,Màn hình,Màn hình MSI PRO MP225 E12VL VA 21.45 inch FHD 120Hz,1.530.000,+0%,,,,https://memoryzone.com.vn/man-hinh-msi-pro-mp225-e12vl-va-21-45-inch-fhd-120hz
MemoryZone,Màn hình,Màn hình MSI PRO MP243L E14 IPS 24 inch FHD 144Hz HDR,2.050.000,+0%,,,,https://memoryzone.com.vn/man-hinh-msi-pro-mp243l-e14-ips-24-inch-fhd-144hz-hdr
MemoryZone,Màn hình,Màn hình MSI PRO MP273L E14 IPS 27 inch FHD 144Hz HDR,2.490.000,+0%,,,,https://memoryzone.com.vn/man-hinh-msi-pro-mp273l-e14-ips-27-inch-fhd-144hz-hdr
MemoryZone,Màn hình,Màn hình MSI MAG 245F X24 IPS 24 inch FHD 240Hz HDR,2.590.000,+0%,,,,https://memoryzone.com.vn/man-hinh-msi-mag-245f-x24-ips-24-inch-fhd-240hz-hdr
MemoryZone,Màn hình,Màn Hình 2K MSI PRO MP275Q E14 IPS 27 inch WQHD 144Hz HDR,3.490.000,+0%,,,,https://memoryzone.com.vn/man-hinh-2k-msi-pro-mp275q-e14-ips-27-inch-wqhd-144hz-hdr
MemoryZone,Màn hình,Màn hình 4K MSI PRO MP273UP E6 IPS 27 inch UHD 60Hz HDR,4.550.000,+0%,,,,https://memoryzone.com.vn/man-hinh-msi-pro-mp273up-e6-ips-27-inch-uhd-60hz-hdr
MemoryZone,Màn hình,Màn hình Dell Pro P2426H IPS 23.8 Inch FHD 120Hz USB-C Hub,4.650.000,+0%,,,,https://memoryzone.com.vn/man-hinh-dell-pro-p2426h-ips-23-8-inch-fhd-120hz-usb-c-hub
MemoryZone,Màn hình,Màn hình ASUS ProArt PA248QFV IPS 24 inch FHD 100Hz HDR,4.890.000,+0%,,,,https://memoryzone.com.vn/man-hinh-asus-proart-pa248qfv-ips-24-inch-fhd-100hz-hdr
MemoryZone,Màn hình,Màn hình 2K MSI MAG 274QF X24 IPS 27 inch WQHD 240Hz HDR,4.950.000,-0.8%,,,,https://memoryzone.com.vn/man-hinh-2k-msi-mag-274qf-x24-ips-27-inch-wqhd-240hz-hdr
MemoryZone,Màn hình,Màn hình Dell UltraSharp 24 Inch IPS 120Hz U2424H,5.250.000,+0%,,,,https://memoryzone.com.vn/man-hinh-dell-ultrasharp-24-inch-ips-120hz-u2424h
MemoryZone,Màn hình,Màn hình ASUS ProArt PA249CGV IPS 24 inch FHD 144Hz HDR USB-C Hub,5.490.000,+0%,,,,https://memoryzone.com.vn/man-hinh-asus-proart-pa249cgv-ips-24-inch-fhd-144hz-hdr-usb-c-hub
MemoryZone,Màn hình,Màn hình Dell Pro P2726H IPS 27 Inch FHD 120Hz USB-C Hub,5.750.000,-0.7%,,,,https://memoryzone.com.vn/man-hinh-dell-pro-p-p2726h-ips-27-inch-fhd-120hz-usb-c-hub
MemoryZone,Màn hình,Màn hình cảm ứng Corsair XENEON EDGE Atomic Purple LCD 14.5 inch UWHD 60Hz CC-9011337-WW,6.250.000,+0%,,,,https://memoryzone.com.vn/man-hinh-cam-ung-corsair-xeneon-edge-lcd-14-5-inch-uwhd-60hz-atomic-purple
MemoryZone,Màn hình,Màn hình 2K ASUS ProArt PA278QGV IPS 27 inch QHD 120Hz HDR,8.390.000,+6.2%,,,,https://memoryzone.com.vn/man-hinh-2k-asus-proart-pa278qgv-ips-27-inch-qhd-120hz-hdr
MemoryZone,Màn hình,Màn hình 2K BenQ GW3290QT IPS 31.5 Inch QHD 75Hz USB-C Hub,9.900.000,+0%,,,,https://memoryzone.com.vn/man-hinh-2k-benq-gw3290qt-ips-31-5-inch-qhd-75hz-usb-c-hub
MemoryZone,Màn hình,Màn hình Gaming Esport BenQ ZOWIE 24.1 Inch Fast TN 280Hz XL2540X+,9.900.000,+0%,,,,https://memoryzone.com.vn/man-hinh-gaming-esport-benq-zowie-24-1-inch-fast-tn-280hz-xl2540x-plus
MemoryZone,Màn hình,Màn hình 2K MSI MAG 272QP QD-OLED X24 27 inch WQHD 240Hz HDR,12.500.000,+0%,,,,https://memoryzone.com.vn/man-hinh-2k-msi-mag-272qp-qd-oled-x24-27-inch-wqhd-240hz-hdr
MemoryZone,Màn hình,Màn hình 4K ASUS ProArt PA279CRV 27 Inch IPS 60Hz PA279CRV,12.650.000,+0%,,,,https://memoryzone.com.vn/man-hinh-4k-asus-proart-27-inch-ips-60hz-pa279crv
MemoryZone,Màn hình,Màn hình 4K BenQ MA270U IPS 27 Inch UHD Nano Matte 60Hz HDR USB-C Hub,12.900.000,+0%,,,,https://memoryzone.com.vn/man-hinh-4k-benq-ma270u-ips-27-inch-uhd-nano-matte-60hz-hdr-usb-c-hub
MemoryZone,Màn hình,Màn hình 4K BenQ MA270UP IPS 27 Inch UHD Nano Gloss 60Hz HDR USB-C Hub,14.500.000,,,,,https://memoryzone.com.vn/man-hinh-4k-benq-ma270up-ips-27-inch-uhd-nano-gloss-60hz-hdr-usb-c-hub
HACOM (Hà Nội),RAM Laptop,Ram Laptop Kingston (KVR32S22S6/8 / KVR32S22S8/8 / KVR32S22S8/8WP) 8GB (1x8GB) DDR4 3200MHz,2.990.000,+0%,,,,https://hacom.vn/ram-kingston-8gb-ddr4-3200mhz-kvr32s22s6-8-kvr32s22s8-8
HACOM (Hà Nội),RAM Laptop,Ram Laptop Kingston (KVR32S22S8/16 / KVR32S22D8/16 / KVR32S22D8/16WP) 16GB (1x16GB) DDR4 3200Mhz,4.990.000,+0%,,,,https://hacom.vn/ram-laptop-kingston-kvr32s22s8-16
HACOM (Hà Nội),RAM Laptop,RAM Laptop Kingston (KVR56S46BS8-16/KVR56S46BS8-16WP) 16GB (1x16GB) DDR5 5600MHz,7.990.000,+0%,,,,https://hacom.vn/ram-kingston-16gb-ddr5-5600mhz-kvr56s46bs8-16
HACOM (Hà Nội),RAM Laptop,RAM Laptop KINGSTON (KVR56S46BS6-8) 8GB (1x8GB) DDR5 5600MHz,4.990.000,+13.7%,,,,https://hacom.vn/ram-kingston-8gb-ddr5-5600mhz-kvr56s46bs6-8
HACOM (Hà Nội),RAM Laptop,RAM Laptop Gskill (F4-3200C22S-8GRS) 8GB (1x8GB) DDR4 3200MHz,2.990.000,+0%,,,,https://hacom.vn/ram-gskill-8gb-ddr4-3200mhz-f4-3200c22s-8grs
HACOM (Hà Nội),RAM Laptop,RAM Laptop Gskill (F4-3200C22S-16GRS) 16GB (1x16GB) DDR4 3200MHz,4.990.000,+0%,,,,https://hacom.vn/ram-gskill-16gb-ddr4-3200mhz-f4-3200c22s-16grs
HACOM (Hà Nội),RAM Laptop,Ram Laptop Gskill Ripjaws (F5-5600S4040A16GX1-RS) 16G (1x16GB) DDR5 5600MHz,6.990.000,+0%,,,,https://hacom.vn/ram-laptop-gskill-ripjaws-rags0574
HACOM (Hà Nội),RAM Laptop,Ram Laptop McQuest HAWK 16GB (1x 16GB) DDR4 3200Mhz,3.990.000,+0%,,,,https://hacom.vn/ram-laptop-mcquest-hawk-16gb-ramq0001
HACOM (Hà Nội),RAM Laptop,RAM Laptop LEXAR (LD4AS008G-R3200GSST) 8GB (1x8GB) DDR4 3200MHz,2.990.000,+0%,,,,https://hacom.vn/ram-lexar-8gb-ddr4-3200mhz-ld4as008g-r3200gsst
HACOM (Hà Nội),RAM Laptop,RAM Laptop LEXAR (LD5DS016G-B4800GSST) 16GB (1x16GB) DDR5 4800MHz,6.990.000,+0%,,,,https://hacom.vn/ram-lexar-16gb-ddr5-4800mhz-ld5ds016g-b4800gsst
HACOM (Hà Nội),RAM Laptop,RAM Laptop LEXAR (LD5S16G56C46ST-BGS) 16GB (1x16GB) DDR5 5600MHz,7.990.000,+0%,,,,https://hacom.vn/ram-lexar-16gb-ddr5-5600mhz-ld5s16g56c46st-bgs
HACOM (Hà Nội),RAM Laptop,Ram Laptop Transcend (JM3200HSB-8G) 8GB (1x8GB) DDR4 3200MHz,2.990.000,+0%,,,,https://hacom.vn/ram-laptop-transcend-jm3200hsb-8g-8g-1x8gb-ddr4-3200mhz
HACOM (Hà Nội),RAM Laptop,RAM Laptop KINGSTON (KVR56S46BD8-32) 32GB (1x32GB) DDR5 5600MHz,16.990.000,+0%,,,,https://hacom.vn/ram-kingston-32gb-ddr5-5600mhz-kvr56s46bd8-32
HACOM (Hà Nội),RAM Laptop,Ram Laptop Adata (AD4S32008G22-SGN) 8GB (1x 8GB) DDR4 3200Mhz,2.990.000,+0%,,,,https://hacom.vn/ram-laptop-adata-ad4s32008g22-sgn-8gb-1x-8gb-ddr4-3200mhz
HACOM (Hà Nội),RAM Laptop,Ram Laptop Corsair Vengeance (CMSX16GX5M1A5600C48) 16GB (1x16GB) DDR5 5600MHz,5.990.000,+0%,,,,https://hacom.vn/ram-laptop-corsair-vengeance-cmsx16gx5m1a5600c48-16gb-1x16gb-ddr5-5600mhz
HACOM (Hà Nội),RAM Laptop,RAM Laptop KINGMAX (KM-SD4-3200-8GS) 8G (1x8GB) DDR4 3200MHz,2.990.000,+0%,,,,https://hacom.vn/ram-kingmax-8g-ddr4-3200mhz-km-sd4-3200-8gs
HACOM (Hà Nội),RAM Laptop,RAM Laptop LEXAR (LD4AS016G-B3200GSST) 16GB (1x16GB) DDR4 3200MHz,4.990.000,+0%,,,,https://hacom.vn/ram-lexar-16gb-ddr4-3200mhz-ld4as016g-b3200gsst
HACOM (Hà Nội),RAM Laptop,Ram Laptop Corsair Vengeance (CMSX8GX4M1A3200C22) 8GB (1x8GB) DDR4 3200MHz,2.990.000,+0%,,,,https://hacom.vn/ram-laptop-corsair-vengeance-cmsx8gx4m1a3200c22-8gb-1x8gb-ddr4-3200mhz
HACOM (Hà Nội),RAM Laptop,RAM Laptop KINGMAX (KM-SD4-3200-16GRS) 16G (1x16GB) DDR4 3200MHz,4.990.000,+0%,,,,https://hacom.vn/ram-kingmax-16g-ddr4-3200mhz-km-sd4-3200-16grs
HACOM (Hà Nội),RAM Laptop,Ram Laptop Corsair Vengeance (CMSX16GX4M1A3200C22) 16GB (1x16GB) DDR4 3200MHz,4.990.000,+0%,,,,https://hacom.vn/ram-laptop-corsair-vengeance-cmsx16gx4m1a3200c22-16gb-1x16gb-ddr4-3200mhz
HACOM (Hà Nội),RAM Laptop,RAM Laptop PNY XLR8 (MN8GSD43200XR-RB) 8GB (1x8GB) DDR4 3200MHz,1.999.000,+0%,,,,https://hacom.vn/ram-pny-xlr8-rgb-8gb-ddr4-3200mhz-mn8gsd43200xr-rb
HACOM (Hà Nội),RAM Laptop,Ram Laptop Transcend (JM3200HSE-16G) 16GB (1x16GB) DDR4 3200MHz,4.990.000,+0%,,,,https://hacom.vn/ram-laptop-transcend-jm3200hsb-16g-16g-1x16gb-ddr4-3200mhz
HACOM (Hà Nội),RAM Laptop,Ram Laptop Lexar 4GB DDR4 3200Mhz (KM cho Lap Acer LTAC839),499.000,+0%,,,,https://hacom.vn/ram-laptop-lexar-4gb-ddr4-3200mhz
HACOM (Hà Nội),RAM Laptop,Ram Laptop Transcend (JM3200HSE-32G) 32GB (1x32GB) DDR4 3200MHz,4.999.000,+0%,,,,https://hacom.vn/ram-laptop-transcend-jm3200hse-32g-32g-1x32gb-ddr4-3200mhz
HACOM (Hà Nội),SSD,Ổ Cứng SSD Samsung 870 EVO 500GB 2.5 inch SATA III ( Đọc 560MB/s - Ghi 530MB/s) - (MZ-77E500BW),7.990.000,+0%,,,,https://hacom.vn/o-cung-ssd-samsung-870-evo-500gb-2.5-inch-sata-iii
HACOM (Hà Nội),SSD,Ổ Cứng SSD KINGSTON SKC600 512GB 2.5 inch SATA III (Đọc 550MB/s - Ghi 520MB/s) - (SKC600/512GB),4.990.000,,,,,https://hacom.vn/o-cung-ssd-kingston-skc600-512gb-2.5-inch-sata-iii
HACOM (Hà Nội),SSD,Ổ Cứng SSD Samsung 870 EVO 1TB 2.5 inch SATA III ( Đọc 560MB/s - Ghi 530MB/s) - (MZ-77E1T0BW),10.990.000,+0%,,,,https://hacom.vn/o-cung-ssd-samsung-870-evo-1tb-2.5-inch-sata-iii
HACOM (Hà Nội),SSD,Ổ Cứng SSD LEXAR NM620 256GB – M.2 2280 PCIe Gen3 x4 (Đọc 3000MB/s - Ghi 1300MB/s) - (LNM620X256G-RNNNG),1.990.000,+0%,,,,https://hacom.vn/o-cung-ssd-lexar-nm620-256gb-m.2-2280-pcie-gen3-x4
HACOM (Hà Nội),SSD,Ổ Cứng SSD LEXAR NS100 256GB 2.5 inch SATA III (Đọc 520MB/s - Ghi 450MB/s) - (LNS100-256RB),1.990.000,+0%,,,,https://hacom.vn/o-cung-ssd-lexar-ns100-256gb-2.5-inch-sata-ii
HACOM (Hà Nội),SSD,Ổ Cứng SSD KINGMAX Zeus PQ3480 256GB – M.2 2280 PCIe Gen3 x4 (Đọc 2250MB/s - Ghi 1200MB/s) - (KMAXPQ3480256G),1.990.000,+0%,,,,https://hacom.vn/o-cung-ssd-kingmax-zeus-pq3480-256gb-m.2-2280-pcie-gen3-x4
HACOM (Hà Nội),SSD,Ổ Cứng SSD Samsung 990 Pro 1TB – M.2 2280 PCIe Gen4 x4 (Đọc 7450MB/s - Ghi 6900MB/s) - (MZ-V9P1T0BW),8.990.000,+0%,,,,https://hacom.vn/o-cung-ssd-samsung-990-pro-1tb-m.2-2280-pcie-gen4-x4
HACOM (Hà Nội),SSD,Ổ Cứng SSD KINGSTON KC3000 512GB – M.2 2280 PCIe Gen4 x4 (Đọc 7000MB/s - Ghi 3900MB/s)-(SKC3000S/512G),6.990.000,,,,,https://hacom.vn/o-cung-ssd-kingston-kc3000-512gb-m.2-2280-pcie-gen4-x4-
HACOM (Hà Nội),SSD,Ổ Cứng SSD KINGSTON SNV3S 1TB – M.2 2280 PCIe Gen4 x4 (Đọc 6000MB/s - Ghi 4000MB/s) - (SNV3S/1000G),5.990.000,+0%,,,,https://hacom.vn/o-cung-ssd-kingston-snv3s-1tb-m.2-2280-pcie-gen4-x4
HACOM (Hà Nội),SSD,Ổ Cứng SSD KINGSTON SNV3S 500GB – M.2 2280 PCIe Gen4 x4 (Đọc 5000MB/s - Ghi 3000MB/s) - (SNV3S/500G),3.990.000,+0%,,,,https://hacom.vn/o-cung-ssd-kingston-snv3s-500gb-m.2-2280-pcie-gen4-x4
HACOM (Hà Nội),SSD,Ổ Cứng SSD WD SA510 Blue 1TB 2.5 inch SATA III (Đọc 560MB/s - Ghi 520MB/s) - (WDS100T3B0A),7.990.000,+0%,,,,https://hacom.vn/o-cung-ssd-wd-sa510-blue-1tb-2.5-inch-sata-iii
HACOM (Hà Nội),SSD,Ổ Cứng SSD LEXAR NS100 512GB 2.5 inch SATA III (Đọc 550MB/s - Ghi 500MB/s) - (LNS100-512RB),3.990.000,+0%,,,,https://hacom.vn/o-cung-ssd-lexar-ns100-512gb-2.5-inch-sata-iii
HACOM (Hà Nội),SSD,Ổ Cứng SSD KINGSTON KC3000 2048GB – M.2 2280 PCIe Gen4 x4 (Đọc 7000MB/s - Ghi 7000MB/s)-(SKC3000D/2048G),15.990.000,,,,,https://hacom.vn/o-cung-ssd-kingston-kc3000-2048gb-m.2-2280-pcie-gen4-x4-
HACOM (Hà Nội),SSD,Ổ Cứng SSD Samsung 870 EVO 2TB 2.5 inch SATA III ( Đọc 560MB/s - Ghi 530MB/s) - (MZ-77E2T0BW),18.990.000,+0%,,,,https://hacom.vn/o-cung-ssd-samsung-870-evo-2tb-2.5-inch-sata-iii
HACOM (Hà Nội),SSD,Ổ Cứng SSD Samsung 990 EVO Plus 1TB – M.2 2280 PCIe Gen4 x4 ( Đọc 7250MB/s - Ghi 6300MB/s) - (MZ-V9S1T0BW),8.990.000,+0%,,,,https://hacom.vn/o-cung-ssd-samsung-990-evo-plus-1tb-m.2-2280-pcie-gen4-x4
HACOM (Hà Nội),SSD,Ổ Cứng SSD TeamGroup CX2 512GB 2.5 inch SATA III (Đọc 530MB/s - Ghi 470MB/s) - (T253X6512G0C101),2.999.000,+0%,,,,https://hacom.vn/o-cung-ssd-teamgroup-cx2-512gb-2.5-inch-sata-iii
HACOM (Hà Nội),SSD,Ổ cứng SSD Kingston SNV3S 2TB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 6000MB/s - Ghi 5000MB/s) - (SNV3S/2000G),10.990.000,+0%,,,,https://hacom.vn/o-cung-ssd-kingston-snv3s-2tb-m.2-2280-pcie-gen4-x4
HACOM (Hà Nội),SSD,Ổ Cứng SSD Gigabyte 4000E 500GB – M.2 2280 PCIe Gen4 x4 (Đọc 3600MB/s - Ghi 3000MB/s) - (G440E500G),3.990.000,+0%,,,,https://hacom.vn/o-cung-ssd-gigabyte-4000e-500gb-m.2-2280-pcie-gen4-x4
HACOM (Hà Nội),SSD,Ổ Cứng SSD LEXAR NQ780 1TB – M.2 2280 PCIe Gen4 x4 (Đọc 6500MB/s - Ghi 2500MB/s) - (LNQ780X001T-RNNNG),5.990.000,+0%,,,,https://hacom.vn/o-cung-ssd-lexar-nq780-1tb-m.2-2280-pcie-gen4-x4
HACOM (Hà Nội),SSD,Ổ Cứng SSD WD SN7100 Black 500GB – M.2 2280 PCIe Gen4 x4 (Đọc 6800MB/s - Ghi 5800MB/s) - (WDS500G4X0E),4.990.000,+0%,,,,https://hacom.vn/o-cung-ssd-wd-sn7100-black-500gb-m.2-2280-pcie-gen4-x4
HACOM (Hà Nội),SSD,Ổ Cứng SSD TeamGroup VULCAN Z 512GB 2.5 inch SATA III (Đọc 540MB/s - Ghi 470MB/s) - (T253TZ512G0C101),2.999.000,+0%,,,,https://hacom.vn/o-cung-ssd-teamgroup-vulcan-z-512gb-2.5-inch-sata-iii-doc-540mb-s-ghi-470mb-s-t253tz512g0c101
HACOM (Hà Nội),SSD,Ổ Cứng SSD TeamGroup VULCAN Z 256GB 2.5 inch SATA III (Đọc 520MB/s - Ghi 450MB/s) - (T253TZ256G0C101),1.990.000,+0%,,,,https://hacom.vn/o-cung-ssd-teamgroup-vulcan-z-256gb-2.5-inch-sata-iii-doc-520mb-s-ghi-450mb-s-t253tz256g0c101
HACOM (Hà Nội),SSD,Ổ Cứng SSD KINGMAX SMV32 240GB 2.5 inch SATA III (Đọc 500MB/s - Ghi 410MB/s),1.990.000,,,,,https://hacom.vn/o-cung-ssd-kingmax-smv32-240gb-2.5-inch-sata-iii
HACOM (Hà Nội),SSD,"Ổ cứng SSD Gigabyte 240GB SATA 2,5 inch (Đoc 500MB/s, Ghi 420MB/s) - (GP-GSTFS31240GNTD)",1.990.000,+0%,,,,https://hacom.vn/o-cung-ssd-gigabyte-240gb-sata-2-5-inch
HACOM (Hà Nội),Laptop,Laptop Acer Aspire Go AG15-72P-54GY (NX.JRRSV.002) Core 5-120U/16GB RAM DDR4/512GSSD/15.6 inch FHD/Win 11 SL/Bạc),21.999.000,+0%,,,,https://hacom.vn/laptop-acer-aspire-go-ag15-72p-54gy-ltac1001
HACOM (Hà Nội),Laptop,Laptop MSI Cyborg 15 A13UC-2082VN (i7-13620H/16GB RAM DDR5/512GB SSD/RTX3050 4GB/15.6 inch FHD 144hz/Win11/Đen/Balo),29.999.000,+0%,,,,https://hacom.vn/laptop-msi-cyborg-15-a13uc-2082vn-ltms0640
HACOM (Hà Nội),Laptop,Laptop Asus Gaming TUF FA506NCG-HN329W (R7 8845HS/16GB RAM/ 512GB SSD/ 15.6 inch FHD 144Hz/ RTX 3050 4GB/ Win11/ Đen),39.999.000,+0%,,,,https://hacom.vn/laptop-asus-gaming-tuf-fa506ncg-hn329w-ltau1091
HACOM (Hà Nội),Laptop,Laptop Acer Predator Helios PHN16-I31-72XE (NH.U4RSV.001) (i7-14650HX/32GB RAM/512GB SSD/RTX 5060 8GB/16 inch 2K+ 180Hz/Win 11/Đen),61.999.000,+0%,,,,https://hacom.vn/laptop-acer-predator-helios-phn16-i31-72xe-ltac1029
HACOM (Hà Nội),Laptop,Laptop Asus VivoBook S3407QA-SF043W (X1 26 100/ 16GB RAM D5X/ 512GB SSD/ 14 OLED/ W6E/ BT / Win11SL/ Xám),25.999.000,+0%,,,,https://hacom.vn/laptop-asus-vivobook-s3407qa-sf043w-ltau1098
HACOM (Hà Nội),Laptop,Laptop Apple Macbook Air M5 MDH84SA/A (Apple M5/10 core CPU/10 core GPU/16GB RAM/1TB SSD/13.6 inch/Mac OS/Silver),44.389.000,+0%,,,,https://hacom.vn/laptop-apple-macbook-air-m5-mdh84saa-ltma0283
HACOM (Hà Nội),Laptop,Laptop Gigabyte A16 (A16-CMHI2VN893SH) (i7 13620H/16GB RAM/512GB SSD/RTX 4050 6G/WF6E/16.0FHD+ 165Hz/Win 11/Đen),30.999.000,+0%,,,,https://hacom.vn/laptop-gigabyte-a16-a16-cmhi2vn893sh-ltgi0066
HACOM (Hà Nội),Laptop,Laptop Acer Gaming Nitro ProPanel ANV15-41-R9M1 (NH.QPFSV.004) (R5-7535HS/1*16GB/512GB SSD/GeForce RTX 3050 6GB/15.6 inch FHD 180Hz/Win 11/Đen),25.999.000,+0%,,,,https://hacom.vn/laptop-acer-gaming-nitro-v-15-propanel-anv15-41-r9m1-nh.qpfsv.004
HACOM (Hà Nội),Laptop,Laptop Acer Aspire Go 15 AI AG15-52P-52WT (NX.JWKSV.001) (Ultra 5 115U/16GB RAM/512GB SSD/15.6 inch FHD/Win 11/Bạc),25.999.000,+0%,,,,https://hacom.vn/laptop-acer-aspire-go-ag15-52p-52wt-ltac1030
HACOM (Hà Nội),Laptop,Laptop Acer Aspire Lite AL15-48P-R5MN (NX.DS1SV.001) (R5 5625U/8GB/512GB SSD/15.6FHD/Win 11 Home/Bạc),16.999.000,+0%,,,,https://hacom.vn/laptop-acer-aspire-lite-al15-48p-r5mn-ltac1020
HACOM (Hà Nội),Laptop,Laptop Acer Gaming NitroProPanel ANV16-41-R7EN (NH.QP2SV.004) (R7-8845HS/16GB Ram/512GB SSD/RTX3050 6GB/16 inch WUXGA/Win11/Đen),31.999.000,+0%,,,,https://hacom.vn/laptop-acer-gaming-nitro-v-16-propanel-anv16-41-r7en-nh.qp2sv.004-r7-8845hs-16gb-ram-512gb-ssd-rtx3050-6gb-16-inch-wuxga-win11-den
HACOM (Hà Nội),Laptop,Laptop Acer Nitro Lite NL16-71G-71UJ (NH.D59SV.002) (i7 13620H/16GB/512GB SSD/RTX3050 6G/16.0FHD 165Hz/Win11/Trắng),27.999.000,+0%,,,,https://hacom.vn/laptop-acer-gaming-nitro-lite-nl16-71g-71uj-nh.d59sv.002
HACOM (Hà Nội),Laptop,Laptop Acer Nitro Lite NL16-71G-56WQ (NH.D59SV.001) (i5 13420H/16GB/512GB SSD/RTX3050 6G/15.6FHD 165Hz/Win11/Trắng),26.999.000,+0%,,,,https://hacom.vn/laptop-acer-nitro-lite-nl16-71g-56wq-nh.d59sv.001
HACOM (Hà Nội),Laptop,Laptop Gigabyte A16 (CMH-H2VN893SH) (i5 13420H/16GB RAM512GB SSD/RTX4050 6G/16.0 FHD+ 165Hz/Win 11/Đen),27.999.000,+0%,,,,https://hacom.vn/laptop-gigabyte-gaming-a16-cmh-h2vn893sh
HACOM (Hà Nội),Laptop,Laptop Acer Gaming Nitro ProPanel ANV15-52-72BM (NH.QZ9SV.004) (i7-13620H/1*16GB/512GB SSD/GeForce RTX 5050 8GB/15.6 inch FHD 180Hz/Win 11/Đen),35.999.000,+0%,,,,https://hacom.vn/laptop-acer-gaming-nitro-v-15-propanel-anv15-52-72bm-nh.qz9sv.004
HACOM (Hà Nội),Laptop,Laptop Acer Gaming Nitro ProPanel ANV15-52-59AA (NH.QZ9SV.002) (i5-13420H/1*16GB/512GB SSD/GeForce RTX 5050 8GB/15.6 inch FHD 180Hz/Win 11/Đen),33.999.000,+0%,,,,https://hacom.vn/laptop-acer-gaming-nitro-v-15-propanel-anv15-52-59aa-nh.qz9sv.002
HACOM (Hà Nội),Laptop,Laptop Lenovo Gaming Legion Pro 5 16IAX10 (83F3003VVN) (U9 275HX/32GB RAM/1TB SSD/16 WQXGA 165hz/RTX5060 8G/Win11&Office/Đen/3Year),80.999.000,+0%,,,,https://hacom.vn/laptop-lenovo-legion-5-16iax10-83f3003vvn
HACOM (Hà Nội),Laptop,Laptop Acer Aspire 7 A715-59G-59RD (NH.DXUSV.001) (Core 5-210H/16GB RAM/512GB SSD/RTX 3050 4GB/15.6 inch FHD 144Hz/Win 11/Đen),26.999.000,+0%,,,,https://hacom.vn/laptop-acer-aspire-7-a715-59g-59rd-ltac1037
HACOM (Hà Nội),Laptop,Laptop HP Pavilion 15-eg3035TX (8U6L7PA) (i7 1355U/16GB RAM/512GB SSD/15.6 FHD/MX550 2GB/Win11/Vàng),28.999.000,+0%,,,,https://hacom.vn/laptop-hp-pavilion-15-eg3035tx-8u6l7pa-i7-1355u-16gb-ram-512gb-ssd-15.6-fhd-mx550-2gb-win11-vang
HACOM (Hà Nội),Laptop,Laptop Dell Pro 14 Essential PV14250 71084489 (Core 5-120U/16GB DDR5/1TB SSD/14 inch FHD+/Win 11 Home/Bạc),26.999.000,+0%,,,,https://hacom.vn/laptop-dell-pro-14-essential-pv14250-71084489-ltdl0666
